ID;Title;Family;Group;Type;Entity;IsCluster 
583;6888   
586;21230  
587;12345  
587;7153   
589;7159   
589;11667  
589;7905   
591;5405   
592;9181   
592;3727   
592;18020  
593;25130  
593;19370  
594;16775  
594;4170   
595;7200   
595;23700  
599;18695  
602;3308   
605;25748  
606;1039   
606;19482  
606;19462  
606;457    
607;25242  
608;2973   
608;13606  
608;11363  
609;13073  
609;21021  
610;24455  
611;2551   
611;20935  
614;24077  
614;12866  
616;17864  
617;22842  
617;22289  
617;25083  
618;8395   
618;22768  
619;16509  
619;21074  
619;10530  
619;5940   
620;8603   
621;19866  
622;6236   
622;17126  
622;25999  
622;19361  
622;19670  
622;953    
622;23371  
624;3187   
624;17759  
625;12471  
626;16552  
626;10498  
628;22152  
628;6457   
628;2500   
630;19495  
630;11498  
630;17140  
630;1747   
630;16042  
632;14677  
632;952    
632;632    
632;16129  
634;16476  
634;11447  
634;20988  
635;8701   
635;16035  
635;19351  
635;21502  
635;19002  
636;15785  
636;3444   
636;11459  
637;20688  
637;25257  
637;6124   
638;27     
639;3469   
639;22654  
640;2049   
640;13157  
640;12338  
641;16863  
641;16225  
644;18340  
644;13594  
645;6264   
645;10373  
646;5046   
647;17036  
648;10134  
648;10729  
648;13768  
649;6384   
651;17448  
651;2105   
652;652    
652;22524  
652;15369  
653;2667   
653;11029  
653;15744  
653;4785   
653;11998  
654;7101   
654;8577   
656;15751  
659;20897  
659;14915  
659;17667  
659;21387  
660;9503   
660;19047  
661;473    
661;21662  
661;24160  
663;17527  
663;21270  
663;19542  
663;9554   
663;14527  
664;7159   
664;19220  
664;852    
664;6236   
665;16906  
665;24188  
665;13331  
669;24779  
669;14451  
669;17910  
670;24779  
670;3588   
673;17489  
673;9104   
674;1013   
675;2975   
676;6446   
676;23220  
676;15650  
676;12616  
676;21516  
676;11578  
676;1322   
677;2330   
681;8818   
681;21981  
682;21011  
682;149    
685;10537  
685;2436   
685;3941   
687;15518  
687;16167  
687;6420   
687;24262  
688;23495  
688;7141   
689;609    
690;17621  
690;3388   
690;6368   
691;22414  
691;1710   
691;5418   
693;15837  
693;10174  
693;6262   
695;22704  
695;7120   
695;7395   
695;11722  
696;18029  
698;23060  
699;20871  
700;182    
700;16195  
701;1834   
701;2826   
702;22806  
702;1172   
702;25076  
702;13305  
702;17367  
702;11130  
702;3803   
707;11263  
708;9686   
709;10964  
709;8280   
710;5995   
710;23455  
710;17229  
710;19850  
710;19462  
710;18337  
710;19716  
710;20280  
711;7427   
711;4463   
712;24278  
712;1749   
713;9970   
713;18410  
715;26071  
716;4379   
717;15017  
717;2718   
718;21235  
718;13502  
718;441    
719;22181  
719;10870  
719;17249  
719;16600  
719;15518  
721;5852   
724;15013  
724;20976  
724;21346  
725;22872  
725;22033  
726;12631  
726;8221   
726;11859  
726;16334  
726;2260   
729;18314  
729;6418   
729;2972   
729;21696  
729;5269   
729;11700  
730;24265  
731;21304  
731;9941   
731;1729   
732;16543  
733;21154  
733;13746  
734;16008  
736;6856   
736;14325  
736;16089  
736;24769  
737;1605   
737;23891  
738;2803   
738;23195  
738;5325   
739;16052  
739;5961   
739;9196   
740;20626  
740;22580  
741;25428  
741;21979  
741;14299  
741;3492   
742;5155   
743;2853   
743;13234  
743;24857  
743;6637   
743;15161  
743;11700  
744;12968  
744;25827  
745;15659  
745;11566  
746;1938   
747;16398  
747;7348   
747;13741  
748;16461  
748;10235  
749;11338  
749;11408  
750;10253  
750;11052  
750;1680   
750;11991  
750;6105   
752;18340  
752;9523   
752;13594  
752;24673  
752;14457  
753;13532  
753;4616   
754;20988  
754;19194  
754;3941   
754;4305   
756;23891  
757;19508  
757;15013  
758;3895   
758;837    
758;10524  
758;14325  
758;3941   
758;7022   
759;6482   
759;1944   
759;5213   
761;2088   
761;18507  
761;23891  
762;23429  
762;9657   
762;3583   
762;8165   
762;11005  
762;5076   
763;19434  
764;10954  
764;14074  
764;20688  
764;8084   
765;8536   
766;13716  
766;10616  
766;14094  
767;8538   
768;10158  
768;18009  
768;21502  
769;21125  
769;6165   
769;24888  
769;7609   
771;7944   
774;17249  
774;19916  
774;12921  
775;13470  
775;10981  
775;21264  
777;19302  
777;712    
777;24278  
777;23534  
779;8333   
780;2473   
782;25844  
782;24857  
782;4714   
783;12827  
783;5925   
783;11659  
783;7153   
786;19866  
786;21765  
786;20571  
789;9636   
789;9904   
789;8366   
790;4195   
793;5039   
796;22870  
799;14875  
800;20642  
801;986    
802;2715   
488;4453   
488;6772   
488;1338   
488;5211   
488;4934   
804;17655  
804;15483  
804;20779  
804;5283   
804;1747   
804;6887   
805;457    
805;14923  
806;7380   
806;5229   
806;15013  
806;9053   
807;10960  
807;5405   
808;804    
808;5211   
809;12907  
809;8355   
810;13871  
811;9295   
812;1396   
814;3423   
814;20509  
814;15195  
817;18356  
817;24768  
817;8600   
818;1318   
818;23933  
818;25728  
818;24542  
819;11545  
819;6278   
821;14331  
822;23206  
823;2848   
823;11659  
823;7153   
823;23362  
823;853    
823;19436  
823;7464   
823;7871   
823;12133  
823;6719   
823;10150  
824;14715  
824;4173   
825;10128  
825;1746   
826;3377   
826;6286   
826;4826   
826;18106  
827;7602   
827;7054   
830;403    
830;8122   
830;20572  
830;15888  
830;18343  
830;23738  
830;12378  
830;830    
830;6917   
830;12822  
830;11727  
830;22219  
831;7993   
831;3426   
832;10979  
834;19997  
835;1239   
835;12857  
836;1969   
837;11822  
837;24343  
839;16907  
841;3152   
841;14633  
841;47     
841;4453   
842;2946   
842;8076   
842;21954  
844;15959  
844;12168  
845;13461  
845;25314  
847;17249  
847;10630  
847;5529   
847;7114   
849;13772  
849;6670   
849;11537  
849;14046  
849;15473  
849;9617   
849;23461  
849;8098   
850;19196  
850;16109  
850;6419   
851;25811  
851;8033   
852;19220  
852;20648  
852;664    
854;16750  
854;23953  
854;19385  
854;11417  
855;20688  
855;1944   
855;13292  
855;16449  
855;19920  
855;9047   
855;16078  
856;24077  
856;17757  
857;12473  
858;25970  
860;24077  
860;8461   
861;22806  
861;11417  
861;22641  
862;17126  
862;14765  
862;2029   
862;9973   
862;10994  
862;19361  
862;11700  
864;13281  
864;5405   
864;25779  
864;16280  
865;16490  
865;22177  
865;20988  
865;15903  
865;19194  
867;11136  
868;4142   
868;8      
872;16837  
874;3941   
877;20363  
877;877    
878;15622  
878;11417  
881;14613  
881;16327  
882;509    
883;24277  
884;6286   
884;8333   
885;1631   
885;758    
885;8333   
885;11922  
885;23146  
885;3601   
885;20079  
886;23216  
886;22300  
887;19114  
887;23951  
887;18154  
887;6686   
888;22466  
888;23395  
889;21974  
890;23011  
890;2392   
890;11146  
890;7264   
890;4811   
892;3399   
892;9852   
894;15659  
894;7163   
894;18579  
894;25900  
894;1942   
894;8503   
894;9211   
894;12991  
894;23986  
894;2973   
894;14865  
895;4006   
895;10196  
896;4861   
897;4069   
898;20857  
898;6236   
898;22175  
898;953    
898;1953   
899;16313  
899;5391   
904;25365  
906;25319  
906;10525  
907;14978  
907;23686  
908;206    
908;13286  
908;24297  
909;11822  
913;20496  
916;8357   
916;10537  
916;8642   
916;2436   
917;1575   
917;25317  
917;23540  
917;2706   
917;11666  
918;17304  
919;15777  
919;24467  
920;1172   
920;16644  
920;1131   
921;22806  
921;24803  
921;22146  
921;12790  
921;18463  
921;21516  
921;1997   
923;5130   
923;2140   
924;20509  
924;9541   
924;24405  
925;19347  
925;15526  
925;13588  
926;2876   
927;20531  
927;16454  
927;25517  
928;1716   
928;11110  
930;758    
930;11107  
930;13759  
930;6610   
930;3941   
931;12839  
932;399    
934;934    
935;3503   
936;5924   
936;7894   
936;2633   
938;22181  
938;15518  
938;17249  
939;480    
940;20819  
941;8065   
942;14765  
942;7818   
943;18053  
943;3051   
943;10525  
943;1251   
944;6028   
945;14607  
945;13020  
945;11919  
947;7000   
947;25199  
947;1231   
947;14158  
948;23953  
948;11417  
948;3627   
949;20602  
950;3463   
950;24227  
950;950    
952;24336  
953;15155  
953;423    
953;13152  
956;20539  
957;25593  
959;2640   
959;1671   
959;19351  
959;24513  
959;14327  
961;12951  
962;1056   
963;5368   
964;14607  
964;17759  
965;22732  
965;24769  
965;18266  
966;25004  
966;21615  
966;966    
966;12953  
968;11331  
968;7164   
968;5287   
969;6682   
969;1533   
971;5145   
972;23715  
974;11735  
974;284    
974;18309  
975;7641   
975;4890   
975;19508  
975;26033  
975;2616   
977;19038  
977;13716  
978;9800   
978;6457   
979;20509  
979;12168  
979;13677  
980;25223  
980;24743  
980;18631  
980;19649  
980;3012   
981;21258  
981;20988  
982;22832  
982;19351  
982;9382   
982;35     
984;11233  
984;2715   
986;178    
986;801    
986;9064   
986;8287   
986;126    
986;17186  
986;21549  
986;9487   
986;3755   
988;13453  
992;7266   
992;12760  
993;6151   
993;6705   
994;6734   
996;6670   
997;11323  
997;6017   
1001;24131 
1001;17180 
1002;1605  
1002;16907 
1002;2616  
1002;404   
1002;23891 
1002;10350 
1003;23760 
1003;24788 
1003;20418 
1003;5941  
1003;24273 
1004;11318 
1004;11759 
1004;24842 
1005;1681  
1005;24647 
1005;14074 
1006;8333  
1007;8162  
1007;15717 
1007;14613 
1007;1383  
1009;7064  
1009;17955 
1009;5818  
1012;21984 
1012;16472 
1014;20688 
1015;7266  
1016;16378 
1017;15518 
1017;22168 
1017;16917 
1017;3129  
1018;5987  
1021;13895 
1023;9238  
1024;22157 
1024;4315  
1024;4379  
1026;23455 
1026;12006 
1026;14989 
1026;18355 
1028;8033  
1028;13776 
1029;23901 
1030;10119 
1030;11755 
1030;21783 
1031;11446 
1033;26017 
1033;21662 
1034;8818  
1034;1777  
1034;681   
1034;1034  
298;23801  
1035;2411  
1035;5215  
1035;7165  
1035;5938  
1035;1237  
1035;20566 
1035;13797 
1035;7008  
1036;5635  
1036;15426 
1037;14697 
1038;22181 
1038;2512  
1038;10698 
1040;17489 
1042;7999  
1043;11308 
1043;4606  
1044;16406 
1046;4136  
1047;11659 
1047;7153  
1048;24915 
1052;20976 
1052;24093 
1052;8392  
1053;17731 
1056;17136 
1057;8919  
1058;15774 
1058;19351 
1058;9599  
1058;4894  
1058;11078 
1058;25405 
1059;22277 
1059;22231 
1060;11740 
1060;284   
1061;21736 
1061;7735  
1061;1659  
1063;9894  
1063;178   
1063;6748  
1063;23313 
1063;3457  
1063;11263 
1064;18662 
1065;25004 
1065;14607 
1065;4195  
1065;5303  
1066;24310 
1066;21992 
1067;13343 
1068;13484 
1068;6682  
1068;21860 
1068;25970 
1070;19351 
1070;21932 
1071;11478 
1072;16497 
1072;19508 
1075;4691  
1075;17342 
1076;6740  
1077;23211 
1077;15518 
1079;13076 
1079;6682  
1079;14495 
1080;10458 
1080;10813 
1081;2667  
1081;24295 
1081;4233  
1081;133   
1082;25422 
1083;20056 
1083;24732 
1086;3129  
1087;6679  
1087;1737  
1087;25383 
1087;7407  
1088;25152 
1088;8056  
1088;13691 
1088;17131 
1088;9877  
1089;3962  
1089;24131 
1090;4147  
1090;23891 
1091;2343  
1094;7454  
1095;1617  
1095;12301 
1096;17311 
1097;3781  
1100;24077 
1100;8091  
1102;393   
1102;17652 
1103;22345 
1104;21209 
1104;5782  
1105;16309 
1105;22809 
1107;6351  
1107;10553 
1108;9852  
1108;12369 
1109;15729 
1109;15802 
1109;13289 
1110;7439  
1110;14420 
1110;8600  
1110;18487 
1110;17051 
1110;4784  
1110;18256 
1111;23117 
1111;17717 
1112;4184  
1115;2469  
1115;16179 
1117;14159 
1117;270   
1118;1997  
1118;16163 
1119;3397  
1120;4846  
1121;22355 
1121;3397  
1122;13079 
1122;3899  
1122;1122  
1122;24917 
1122;2631  
1122;24325 
1122;5559  
1122;13479 
1123;899   
1124;23448 
1124;5042  
1124;12002 
1124;9088  
1124;11395 
1124;7766  
1125;4083  
1125;8885  
1125;14660 
1125;16451 
1127;13374 
1127;13346 
1127;21525 
1127;12943 
1128;3272  
1128;19162 
1131;4113  
1132;999   
1132;6406  
1134;7739  
1134;1134  
1134;19531 
1134;2019  
1134;3212  
1135;24247 
1136;16080 
1136;1966  
1140;18399 
1141;14092 
1142;12096 
1142;7119  
1144;19447 
1144;4954  
1144;2233  
1144;1144  
1144;18601 
1146;13890 
1148;1148  
1148;13325 
1149;11378 
1150;24295 
1151;16789 
1151;16449 
1151;13162 
1153;19056 
1154;2121  
1154;15314 
1154;8941  
1154;4514  
1154;11446 
1154;18695 
1155;12942 
1155;14158 
1156;11824 
1156;23461 
1156;7723  
1156;1958  
1157;20618 
1157;10473 
1157;15061 
